Isolate_rep,Area_pix,Area_cm,Length_pix,Length_cm,Set,Isolate,Rep,Set2,Species
MISO_8-29_1_R3,101042,6.96,10565.92,87.32,Set_4-3,MISO_8-29_1,R3,Set_4,Pythium torulosum
MNSO_1-29_R1,46117,3.18,5980.79,49.43,Set_4-3,MNSO_1-29,R1,Set_4,Pythium rhizosaccharum
MNSO_1-29_R1,23114,1.59,2958.72,24.45,Set_4-3,MNSO_1-29,R1,Set_4,Pythium rhizosaccharum
MNSO_1-29_R1,157930,10.88,16116.1,133.19,Set_4-3,MNSO_1-29,R1,Set_4,Pythium rhizosaccharum
MNSO_1-29_R1,93698,6.45,11309.26,93.46,Set_4-3,MNSO_1-29,R1,Set_4,Pythium rhizosaccharum
MNSO_1-29_R1,148867,10.25,17068.09,141.06,Set_4-3,MNSO_1-29,R1,Set_4,Pythium rhizosaccharum
MNSO_1-29_R2,111790,7.7,12012.71,99.28,Set_4-3,MNSO_1-29,R2,Set_4,Pythium rhizosaccharum
MNSO_1-29_R2,91211,6.28,9094.13,75.16,Set_4-3,MNSO_1-29,R2,Set_4,Pythium rhizosaccharum
MNSO_1-29_R2,70374,4.85,7414,61.27,Set_4-3,MNSO_1-29,R2,Set_4,Pythium rhizosaccharum
MNSO_1-29_R2,82640,5.69,8026.68,66.34,Set_4-3,MNSO_1-29,R2,Set_4,Pythium rhizosaccharum
MNSO_1-29_R2,66246,4.56,6473.79,53.5,Set_4-3,MNSO_1-29,R2,Set_4,Pythium rhizosaccharum
MNSO_1-29_R3,131603,9.06,11419.52,94.38,Set_4-3,MNSO_1-29,R3,Set_4,Pythium rhizosaccharum
MNSO_1-29_R3,53995,3.72,5489.9,45.37,Set_4-3,MNSO_1-29,R3,Set_4,Pythium rhizosaccharum
MNSO_1-29_R3,143776,9.9,12777.28,105.6,Set_4-3,MNSO_1-29,R3,Set_4,Pythium rhizosaccharum
MNSO_1-29_R3,109017,7.51,13291.33,109.85,Set_4-3,MNSO_1-29,R3,Set_4,Pythium rhizosaccharum
MNSO_1-29_R3,64321,4.43,8184.67,67.64,Set_4-3,MNSO_1-29,R3,Set_4,Pythium rhizosaccharum
MNSO_2-41.1h_R1,135725,9.35,14793.08,122.26,Set_4-3,MNSO_2-41.1H,R1,Set_4,Phytophthora inundata
MNSO_2-41.1h_R1,96803,6.67,10734.92,88.72,Set_4-3,MNSO_2-41.1H,R1,Set_4,Phytophthora inundata
MNSO_2-41.1h_R1,82666,5.69,9630.62,79.59,Set_4-3,MNSO_2-41.1H,R1,Set_4,Phytophthora inundata
MNSO_2-41.1h_R1,65184,4.49,7446.62,61.54,Set_4-3,MNSO_2-41.1H,R1,Set_4,Phytophthora inundata
MNSO_2-41.1h_R1,62417,4.3,6984.54,57.72,Set_4-3,MNSO_2-41.1H,R1,Set_4,Phytophthora inundata
MNSO_2-41.1h_R2,147722,10.17,13550.04,111.98,Set_4-3,MNSO_2-41.1H,R2,Set_4,Phytophthora inundata
MNSO_2-41.1h_R2,54963,3.79,7306.03,60.38,Set_4-3,MNSO_2-41.1H,R2,Set_4,Phytophthora inundata
MNSO_2-41.1h_R2,60071,4.14,6779.8,56.03,Set_4-3,MNSO_2-41.1H,R2,Set_4,Phytophthora inundata
MNSO_2-41.1h_R2,128232,8.83,12491.59,103.24,Set_4-3,MNSO_2-41.1H,R2,Set_4,Phytophthora inundata
MNSO_2-41.1h_R2,73740,5.08,8555.41,70.71,Set_4-3,MNSO_2-41.1H,R2,Set_4,Phytophthora inundata
MNSO_2-41.1h_R3,60939,4.2,5749.03,47.51,Set_4-3,MNSO_2-41.1H,R3,Set_4,Phytophthora inundata
MNSO_2-41.1h_R3,60378,4.16,6447.57,53.29,Set_4-3,MNSO_2-41.1H,R3,Set_4,Phytophthora inundata
MNSO_2-41.1h_R3,41086,2.83,3509.66,29.01,Set_4-3,MNSO_2-41.1H,R3,Set_4,Phytophthora inundata
MNSO_2-41.1h_R3,70899,4.88,7079.76,58.51,Set_4-3,MNSO_2-41.1H,R3,Set_4,Phytophthora inundata
MNSO_2-41.1h_R3,122587,8.44,12040.6,99.51,Set_4-3,MNSO_2-41.1H,R3,Set_4,Phytophthora inundata
NDSO_5-2_R1,14648,1.01,1063.1,8.79,Set_4-3,NDSO_5-2,R1,Set_4,Pythium aff. diclinum
NDSO_5-2_R1,7731,0.53,421.23,3.48,Set_4-3,NDSO_5-2,R1,Set_4,Pythium aff. diclinum
NDSO_5-2_R1,8453,0.58,449.31,3.71,Set_4-3,NDSO_5-2,R1,Set_4,Pythium aff. diclinum
NDSO_5-2_R1,0,0,0,0,Set_4-3,NDSO_5-2,R1,Set_4,Pythium aff. diclinum
NDSO_5-2_R1,0,0,0,0,Set_4-3,NDSO_5-2,R1,Set_4,Pythium aff. diclinum
NDSO_5-2_R2,11635,0.8,529.16,4.37,Set_4-3,NDSO_5-2,R2,Set_4,Pythium aff. diclinum
NDSO_5-2_R2,24631,1.7,1943.07,16.06,Set_4-3,NDSO_5-2,R2,Set_4,Pythium aff. diclinum
NDSO_5-2_R2,0,0,0,0,Set_4-3,NDSO_5-2,R2,Set_4,Pythium aff. diclinum
NDSO_5-2_R2,0,0,0,0,Set_4-3,NDSO_5-2,R2,Set_4,Pythium aff. diclinum
NDSO_5-2_R2,0,0,0,0,Set_4-3,NDSO_5-2,R2,Set_4,Pythium aff. diclinum
NDSO_5-2_R3,29764,2.05,2984.44,24.66,Set_4-3,NDSO_5-2,R3,Set_4,Pythium aff. diclinum
NDSO_5-2_R3,48726,3.36,3910.67,32.32,Set_4-3,NDSO_5-2,R3,Set_4,Pythium aff. diclinum
NDSO_5-2_R3,9505,0.65,706.99,5.84,Set_4-3,NDSO_5-2,R3,Set_4,Pythium aff. diclinum
NDSO_5-2_R3,0,0,0,0,Set_4-3,NDSO_5-2,R3,Set_4,Pythium aff. diclinum
NDSO_5-2_R3,0,0,0,0,Set_4-3,NDSO_5-2,R3,Set_4,Pythium aff. diclinum
NDSO_5-6_R1,28950,1.99,2091.36,17.28,Set_4-3,NDSO_5-6,R1,Set_4,Pythium aff. diclinum
NDSO_5-6_R1,20789,1.43,1275.75,10.54,Set_4-3,NDSO_5-6,R1,Set_4,Pythium aff. diclinum
NDSO_5-6_R1,16977,1.17,1310.81,10.83,Set_4-3,NDSO_5-6,R1,Set_4,Pythium aff. diclinum
NDSO_5-6_R1,19354,1.33,1308.76,10.82,Set_4-3,NDSO_5-6,R1,Set_4,Pythium aff. diclinum
NDSO_5-6_R1,12505,0.86,715.92,5.92,Set_4-3,NDSO_5-6,R1,Set_4,Pythium aff. diclinum
NDSO_5-6_R2,43528,3,4499.74,37.19,Set_4-3,NDSO_5-6,R2,Set_4,Pythium aff. diclinum
NDSO_5-6_R2,71775,4.94,7980.51,65.95,Set_4-3,NDSO_5-6,R2,Set_4,Pythium aff. diclinum
NDSO_5-6_R2,58200,4.01,5770.1,47.69,Set_4-3,NDSO_5-6,R2,Set_4,Pythium aff. diclinum
NDSO_5-6_R2,65427,4.51,6603.76,54.58,Set_4-3,NDSO_5-6,R2,Set_4,Pythium aff. diclinum
NDSO_5-6_R2,65794,4.53,6671.73,55.14,Set_4-3,NDSO_5-6,R2,Set_4,Pythium aff. diclinum
NDSO_5-6_R3,70660,4.87,6315.19,52.19,Set_4-3,NDSO_5-6,R3,Set_4,Pythium aff. diclinum
NDSO_5-6_R3,113062,7.79,9369.77,77.44,Set_4-3,NDSO_5-6,R3,Set_4,Pythium aff. diclinum
NDSO_5-6_R3,42300,2.91,4854.87,40.12,Set_4-3,NDSO_5-6,R3,Set_4,Pythium aff. diclinum
NDSO_5-6_R3,41179,2.84,4328.06,35.77,Set_4-3,NDSO_5-6,R3,Set_4,Pythium aff. diclinum
NESO_4-43_R1,80915,5.57,8036.76,66.42,Set_4-3,NESO_4-43,R1,Set_4,Pythium rhizosaccharum
NESO_4-43_R1,49820,3.43,4309.25,35.61,Set_4-3,NESO_4-43,R1,Set_4,Pythium rhizosaccharum
NESO_4-43_R1,56505,3.89,6590.55,54.47,Set_4-3,NESO_4-43,R1,Set_4,Pythium rhizosaccharum
NESO_4-43_R1,103454,7.12,12173.43,100.61,Set_4-3,NESO_4-43,R1,Set_4,Pythium rhizosaccharum
NESO_4-43_R1,102139,7.03,11443.79,94.58,Set_4-3,NESO_4-43,R1,Set_4,Pythium rhizosaccharum
NESO_4-43_R2,76497,5.27,8924.55,73.76,Set_4-3,NESO_4-43,R2,Set_4,Pythium rhizosaccharum
NESO_4-43_R2,42979,2.96,4712.75,38.95,Set_4-3,NESO_4-43,R2,Set_4,Pythium rhizosaccharum
NESO_4-43_R2,45150,3.11,4627.05,38.24,Set_4-3,NESO_4-43,R2,Set_4,Pythium rhizosaccharum
NESO_4-43_R2,33034,2.28,3066.92,25.35,Set_4-3,NESO_4-43,R2,Set_4,Pythium rhizosaccharum
NESO_4-43_R2,71572,4.93,9105.35,75.25,Set_4-3,NESO_4-43,R2,Set_4,Pythium rhizosaccharum
NESO_4-43_R3,140921,9.71,15131.9,125.06,Set_4-3,NESO_4-43,R3,Set_4,Pythium rhizosaccharum
NESO_4-43_R3,65907,4.54,7095.73,58.64,Set_4-3,NESO_4-43,R3,Set_4,Pythium rhizosaccharum
NESO_4-43_R3,136658,9.41,14962.07,123.65,Set_4-3,NESO_4-43,R3,Set_4,Pythium rhizosaccharum
NESO_4-43_R3,187159,12.89,19646.63,162.37,Set_4-3,NESO_4-43,R3,Set_4,Pythium rhizosaccharum
NESO_4-43_R3,87074,6,9844.24,81.36,Set_4-3,NESO_4-43,R3,Set_4,Pythium rhizosaccharum
V-NDSO2_3-60_R1,58305,4.02,6431.55,53.15,Set_4-3,V-NDSO2_3-60,R1,Set_4,Phytophthora inundata
V-NDSO2_3-60_R1,69313,4.77,8654.67,71.53,Set_4-3,V-NDSO2_3-60,R1,Set_4,Phytophthora inundata
V-NDSO2_3-60_R1,56077,3.86,7076.19,58.48,Set_4-3,V-NDSO2_3-60,R1,Set_4,Phytophthora inundata
V-NDSO2_3-60_R1,118534,8.16,11881.07,98.19,Set_4-3,V-NDSO2_3-60,R1,Set_4,Phytophthora inundata
V-NDSO2_3-60_R1,43383,2.99,4737.11,39.15,Set_4-3,V-NDSO2_3-60,R1,Set_4,Phytophthora inundata
V-NDSO2_3-60_R2,9710,0.67,552.91,4.57,Set_4-3,V-NDSO2_3-60,R2,Set_4,Phytophthora inundata
V-NDSO2_3-60_R2,26770,1.84,3034.15,25.08,Set_4-3,V-NDSO2_3-60,R2,Set_4,Phytophthora inundata
V-NDSO2_3-60_R2,36155,2.49,3718.84,30.73,Set_4-3,V-NDSO2_3-60,R2,Set_4,Phytophthora inundata
V-NDSO2_3-60_R2,31780,2.19,2737.64,22.63,Set_4-3,V-NDSO2_3-60,R2,Set_4,Phytophthora inundata
V-NDSO2_3-60_R2,106903,7.36,13436.78,111.05,Set_4-3,V-NDSO2_3-60,R2,Set_4,Phytophthora inundata
V-NDSO2_3-60_R3,14927,1.03,1303.41,10.77,Set_4-3,V-NDSO2_3-60,R3,Set_4,Phytophthora inundata
V-NDSO2_3-60_R3,14739,1.02,1060.62,8.77,Set_4-3,V-NDSO2_3-60,R3,Set_4,Phytophthora inundata
V-NDSO2_3-60_R3,65830,4.53,8120.47,67.11,Set_4-3,V-NDSO2_3-60,R3,Set_4,Phytophthora inundata
V-NDSO2_3-60_R3,20391,1.4,1772.94,14.65,Set_4-3,V-NDSO2_3-60,R3,Set_4,Phytophthora inundata
V-NDSO2_3-60_R3,117067,8.06,12705.71,105.01,Set_4-3,V-NDSO2_3-60,R3,Set_4,Phytophthora inundata
V-NDSO2_4-48_R1,41453,2.85,3348.73,27.68,Set_4-3,V-NDSO2_4-48,R1,Set_4,Pythium acrogynum
V-NDSO2_4-48_R1,118208,8.14,11027.7,91.14,Set_4-3,V-NDSO2_4-48,R1,Set_4,Pythium acrogynum
V-NDSO2_4-48_R1,64634,4.45,5146.88,42.54,Set_4-3,V-NDSO2_4-48,R1,Set_4,Pythium acrogynum
V-NDSO2_4-48_R1,61389,4.23,6293.74,52.01,Set_4-3,V-NDSO2_4-48,R1,Set_4,Pythium acrogynum
V-NDSO2_4-48_R1,49572,3.41,4342.35,35.89,Set_4-3,V-NDSO2_4-48,R1,Set_4,Pythium acrogynum
V-NDSO2_4-48_R2,32906,2.27,3063.99,25.32,Set_4-3,V-NDSO2_4-48,R2,Set_4,Pythium acrogynum
V-NDSO2_4-48_R2,11463,0.79,1147.2,9.48,Set_4-3,V-NDSO2_4-48,R2,Set_4,Pythium acrogynum
V-NDSO2_4-48_R2,4602,0.32,436.96,3.61,Set_4-3,V-NDSO2_4-48,R2,Set_4,Pythium acrogynum
V-NDSO2_4-48_R2,14408,0.99,1524.21,12.6,Set_4-3,V-NDSO2_4-48,R2,Set_4,Pythium acrogynum
V-NDSO2_4-48_R2,24375,1.68,2154.76,17.81,Set_4-3,V-NDSO2_4-48,R2,Set_4,Pythium acrogynum
V-NDSO2_4-48_R3,61922,4.26,5338.67,44.12,Set_4-3,V-NDSO2_4-48,R3,Set_4,Pythium acrogynum
V-NDSO2_4-48_R3,43488,3,4988.31,41.23,Set_4-3,V-NDSO2_4-48,R3,Set_4,Pythium acrogynum
V-NDSO2_4-48_R3,101127,6.96,12735.07,105.25,Set_4-3,V-NDSO2_4-48,R3,Set_4,Pythium acrogynum
V-NDSO2_4-48_R3,33226,2.29,3542.12,29.27,Set_4-3,V-NDSO2_4-48,R3,Set_4,Pythium acrogynum
V-NDSO2_4-48_R3,55842,3.85,6139.96,50.74,Set_4-3,V-NDSO2_4-48,R3,Set_4,Pythium acrogynum
WISO_2-12.2_R1,54797,3.77,6795.65,56.16,Set_4-3,WISO_2-12.2,R1,Set_4,Pythium glomeratum
WISO_2-12.2_R1,100700,6.94,11667.29,96.42,Set_4-3,WISO_2-12.2,R1,Set_4,Pythium glomeratum
WISO_2-12.2_R1,126102,8.68,12305.18,101.7,Set_4-3,WISO_2-12.2,R1,Set_4,Pythium glomeratum
WISO_2-12.2_R1,62281,4.29,6926.09,57.24,Set_4-3,WISO_2-12.2,R1,Set_4,Pythium glomeratum
WISO_2-12.2_R1,47743,3.29,6237.96,51.55,Set_4-3,WISO_2-12.2,R1,Set_4,Pythium glomeratum
WISO_2-12.2_R2,146444,10.09,14623.55,120.86,Set_4-3,WISO_2-12.2,R2,Set_4,Pythium glomeratum
WISO_2-12.2_R2,99441,6.85,11384.15,94.08,Set_4-3,WISO_2-12.2,R2,Set_4,Pythium glomeratum
WISO_2-12.2_R2,48403,3.33,5107.96,42.21,Set_4-3,WISO_2-12.2,R2,Set_4,Pythium glomeratum
WISO_2-12.2_R2,81395,5.61,7210.49,59.59,Set_4-3,WISO_2-12.2,R2,Set_4,Pythium glomeratum
WISO_2-12.2_R2,45179,3.11,5036.09,41.62,Set_4-3,WISO_2-12.2,R2,Set_4,Pythium glomeratum
WISO_2-12.2_R3,136857,9.43,16275.45,134.51,Set_4-3,WISO_2-12.2,R3,Set_4,Pythium glomeratum
WISO_2-12.2_R3,51478,3.55,5963.37,49.28,Set_4-3,WISO_2-12.2,R3,Set_4,Pythium glomeratum
WISO_2-12.2_R3,66832,4.6,7308.01,60.4,Set_4-3,WISO_2-12.2,R3,Set_4,Pythium glomeratum
WISO_2-12.2_R3,58042,4,6993.06,57.79,Set_4-3,WISO_2-12.2,R3,Set_4,Pythium glomeratum
WISO_2-12.2_R3,99866,6.88,9366.41,77.41,Set_4-3,WISO_2-12.2,R3,Set_4,Pythium glomeratum
WISO_4-18_R1,141399,9.74,13542.03,111.92,Set_4-3,WISO_4-18,R1,Set_4,Pythium glomeratum
WISO_4-18_R1,48753,3.36,4441.49,36.71,Set_4-3,WISO_4-18,R1,Set_4,Pythium glomeratum
WISO_4-18_R1,27164,1.87,2408.78,19.91,Set_4-3,WISO_4-18,R1,Set_4,Pythium glomeratum
WISO_4-18_R1,76736,5.28,7934,65.57,Set_4-3,WISO_4-18,R1,Set_4,Pythium glomeratum
WISO_4-18_R1,70700,4.87,8006.32,66.17,Set_4-3,WISO_4-18,R1,Set_4,Pythium glomeratum
WISO_4-18_R2,78537,5.41,8470.25,70,Set_4-3,WISO_4-18,R2,Set_4,Pythium glomeratum
WISO_4-18_R2,72918,5.02,7296.24,60.3,Set_4-3,WISO_4-18,R2,Set_4,Pythium glomeratum
WISO_4-18_R2,81565,5.62,9095.69,75.17,Set_4-3,WISO_4-18,R2,Set_4,Pythium glomeratum
WISO_4-18_R2,76803,5.29,7960.27,65.79,Set_4-3,WISO_4-18,R2,Set_4,Pythium glomeratum
WISO_4-18_R2,75768,5.22,6220.1,51.41,Set_4-3,WISO_4-18,R2,Set_4,Pythium glomeratum
WISO_4-18_R3,47735,3.29,6094.05,50.36,Set_4-3,WISO_4-18,R3,Set_4,Pythium glomeratum
WISO_4-18_R3,51781,3.57,6043.52,49.95,Set_4-3,WISO_4-18,R3,Set_4,Pythium glomeratum
WISO_4-18_R3,37379,2.57,3966.23,32.78,Set_4-3,WISO_4-18,R3,Set_4,Pythium glomeratum
WISO_4-18_R3,87753,6.04,9318.87,77.02,Set_4-3,WISO_4-18,R3,Set_4,Pythium glomeratum
WISO_4-18_R3,56900,3.92,5842.66,48.29,Set_4-3,WISO_4-18,R3,Set_4,Pythium glomeratum
WISO_4-22.1_R1,1733,0.12,219.96,1.82,Set_4-3,WISO_4-22.1,R1,Set_4,Pythium glomeratum
WISO_4-22.1_R1,22349,1.54,1722.41,14.23,Set_4-3,WISO_4-22.1,R1,Set_4,Pythium glomeratum
WISO_4-22.1_R1,29318,2.02,2893,23.91,Set_4-3,WISO_4-22.1,R1,Set_4,Pythium glomeratum
WISO_4-22.1_R1,8525,0.59,565.06,4.67,Set_4-3,WISO_4-22.1,R1,Set_4,Pythium glomeratum
WISO_4-22.1_R1,64155,4.42,7068.17,58.41,Set_4-3,WISO_4-22.1,R1,Set_4,Pythium glomeratum
WISO_4-22.1_R2,2758,0.19,306.95,2.54,Set_4-3,WISO_4-22.1,R2,Set_4,Pythium glomeratum
WISO_4-22.1_R2,875,0.06,84.26,0.7,Set_4-3,WISO_4-22.1,R2,Set_4,Pythium glomeratum
WISO_4-22.1_R2,15944,1.1,1304.72,10.78,Set_4-3,WISO_4-22.1,R2,Set_4,Pythium glomeratum
WISO_4-22.1_R2,0,0,0,0,Set_4-3,WISO_4-22.1,R2,Set_4,Pythium glomeratum
WISO_4-22.1_R2,18071,1.24,1518.07,12.55,Set_4-3,WISO_4-22.1,R2,Set_4,Pythium glomeratum
WISO_4-22.1_R3,40520,2.79,3401.77,28.11,Set_4-3,WISO_4-22.1,R3,Set_4,Pythium glomeratum
WISO_4-22.1_R3,29533,2.03,3105.57,25.67,Set_4-3,WISO_4-22.1,R3,Set_4,Pythium glomeratum
WISO_4-22.1_R3,49264,3.39,5466.04,45.17,Set_4-3,WISO_4-22.1,R3,Set_4,Pythium glomeratum
WISO_4-22.1_R3,0,0,0,0,Set_4-3,WISO_4-22.1,R3,Set_4,Pythium glomeratum
WISO_4-22.1_R3,55273,3.81,5611.32,46.37,Set_4-3,WISO_4-22.1,R3,Set_4,Pythium glomeratum
C-ARSO2_3-12_R1,49591,3.45,5938.97,48.28,Set_5-1,C-ARSO2_3-12,R1,Set_5,Pythium hypogynum
C-ARSO2_3-12_R1,90177,6.27,11021.87,89.61,Set_5-1,C-ARSO2_3-12,R1,Set_5,Pythium hypogynum
C-ARSO2_3-12_R1,114695,7.97,13819.34,112.35,Set_5-1,C-ARSO2_3-12,R1,Set_5,Pythium hypogynum
C-ARSO2_3-12_R1,130022,9.03,14588.88,118.61,Set_5-1,C-ARSO2_3-12,R1,Set_5,Pythium hypogynum
C-ARSO2_3-12_R1,136750,9.5,17052.48,138.64,Set_5-1,C-ARSO2_3-12,R1,Set_5,Pythium hypogynum
C-ARSO2_3-12_R2,160580,11.16,15574.17,126.62,Set_5-1,C-ARSO2_3-12,R2,Set_5,Pythium hypogynum
C-ARSO2_3-12_R2,78963,5.49,10174.32,82.72,Set_5-1,C-ARSO2_3-12,R2,Set_5,Pythium hypogynum
C-ARSO2_3-12_R2,103778,7.21,10461.1,85.05,Set_5-1,C-ARSO2_3-12,R2,Set_5,Pythium hypogynum
C-ARSO2_3-12_R2,127492,8.86,13421.78,109.12,Set_5-1,C-ARSO2_3-12,R2,Set_5,Pythium hypogynum
C-ARSO2_3-12_R2,82422,5.73,9832.42,79.94,Set_5-1,C-ARSO2_3-12,R2,Set_5,Pythium hypogynum
C-ARSO2_3-12_R3,15617,1.09,1198.91,9.75,Set_5-1,C-ARSO2_3-12,R3,Set_5,Pythium hypogynum
C-ARSO2_3-12_R3,27565,1.92,3047.78,24.78,Set_5-1,C-ARSO2_3-12,R3,Set_5,Pythium hypogynum
C-ARSO2_3-12_R3,23863,1.66,2345.24,19.07,Set_5-1,C-ARSO2_3-12,R3,Set_5,Pythium hypogynum
C-ARSO2_3-12_R3,46056,3.2,6038.89,49.1,Set_5-1,C-ARSO2_3-12,R3,Set_5,Pythium hypogynum
C-ARSO2_3-12_R3,89989,6.25,10887.66,88.52,Set_5-1,C-ARSO2_3-12,R3,Set_5,Pythium hypogynum
C-ARSO2_5-1_R1,49724,3.46,5018.56,40.8,Set_5-1,C-ARSO2_5-1,R1,Set_5,Pythium middletonii
C-ARSO2_5-1_R1,57344,3.98,6454.68,52.48,Set_5-1,C-ARSO2_5-1,R1,Set_5,Pythium middletonii
C-ARSO2_5-1_R1,81222,5.64,8794.41,71.5,Set_5-1,C-ARSO2_5-1,R1,Set_5,Pythium middletonii
C-ARSO2_5-1_R1,73943,5.14,7955.86,64.68,Set_5-1,C-ARSO2_5-1,R1,Set_5,Pythium middletonii
C-ARSO2_5-1_R1,49728,3.46,5637.48,45.83,Set_5-1,C-ARSO2_5-1,R1,Set_5,Pythium middletonii
C-ARSO2_5-1_R2,90745,6.31,9105.11,74.03,Set_5-1,C-ARSO2_5-1,R2,Set_5,Pythium middletonii
C-ARSO2_5-1_R2,63668,4.42,5890.17,47.89,Set_5-1,C-ARSO2_5-1,R2,Set_5,Pythium middletonii
C-ARSO2_5-1_R2,99788,6.93,10475.99,85.17,Set_5-1,C-ARSO2_5-1,R2,Set_5,Pythium middletonii
C-ARSO2_5-1_R2,122188,8.49,11581.53,94.16,Set_5-1,C-ARSO2_5-1,R2,Set_5,Pythium middletonii
C-ARSO2_5-1_R2,74993,5.21,7347.41,59.74,Set_5-1,C-ARSO2_5-1,R2,Set_5,Pythium middletonii
C-ARSO2_5-1_R3,53209,3.7,4694.59,38.17,Set_5-1,C-ARSO2_5-1,R3,Set_5,Pythium middletonii
C-ARSO2_5-1_R3,81668,5.67,8116.13,65.98,Set_5-1,C-ARSO2_5-1,R3,Set_5,Pythium middletonii
C-ARSO2_5-1_R3,60158,4.18,6205.79,50.45,Set_5-1,C-ARSO2_5-1,R3,Set_5,Pythium middletonii
C-ARSO2_5-1_R3,69050,4.8,7505.71,61.02,Set_5-1,C-ARSO2_5-1,R3,Set_5,Pythium middletonii
C-ARSO2_5-1_R3,80997,5.63,7936.18,64.52,Set_5-1,C-ARSO2_5-1,R3,Set_5,Pythium middletonii
C-ILSO2_1-1_R1,78148,5.43,9360.96,76.11,Set_5-1,C-ILSO2_1-1,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R1,80896,5.62,7496.7,60.95,Set_5-1,C-ILSO2_1-1,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R1,96549,6.71,9386.83,76.32,Set_5-1,C-ILSO2_1-1,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R1,58010,4.03,7266.14,59.07,Set_5-1,C-ILSO2_1-1,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R1,93983,6.53,9228.77,75.03,Set_5-1,C-ILSO2_1-1,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R2,79237,5.51,11107.3,90.3,Set_5-1,C-ILSO2_1-1,R2,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R2,107860,7.49,12427.97,101.04,Set_5-1,C-ILSO2_1-1,R2,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R2,89305,6.21,9491.24,77.16,Set_5-1,C-ILSO2_1-1,R2,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R2,81145,5.64,8055.82,65.49,Set_5-1,C-ILSO2_1-1,R2,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R2,131726,9.15,13330.95,108.38,Set_5-1,C-ILSO2_1-1,R2,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R3,34574,2.4,3026.08,24.6,Set_5-1,C-ILSO2_1-1,R3,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R3,49075,3.41,4187.72,34.05,Set_5-1,C-ILSO2_1-1,R3,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R3,100797,7,10531.8,85.62,Set_5-1,C-ILSO2_1-1,R3,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R3,124693,8.66,10194.05,82.88,Set_5-1,C-ILSO2_1-1,R3,Set_5,Pythium arrhenomanes
C-ILSO2_1-1_R3,58378,4.06,6558.6,53.32,Set_5-1,C-ILSO2_1-1,R3,Set_5,Pythium arrhenomanes
C-ILSO2_1-13_R1,139325,9.68,14859.05,120.81,Set_5-1,C-ILSO2_1-13,R1,Set_5,Pythium aristosporum
C-ILSO2_1-13_R1,120971,8.41,12769.67,103.82,Set_5-1,C-ILSO2_1-13,R1,Set_5,Pythium aristosporum
C-ILSO2_1-13_R1,132940,9.24,12523.66,101.82,Set_5-1,C-ILSO2_1-13,R1,Set_5,Pythium aristosporum
C-ILSO2_1-13_R1,141530,9.83,14115.54,114.76,Set_5-1,C-ILSO2_1-13,R1,Set_5,Pythium aristosporum
C-ILSO2_1-13_R1,91753,6.38,9067.89,73.72,Set_5-1,C-ILSO2_1-13,R1,Set_5,Pythium aristosporum
C-ILSO2_1-13_R2,85694,5.95,8797,71.52,Set_5-1,C-ILSO2_1-13,R2,Set_5,Pythium aristosporum
C-ILSO2_1-13_R2,51051,3.55,5786.04,47.04,Set_5-1,C-ILSO2_1-13,R2,Set_5,Pythium aristosporum
C-ILSO2_1-13_R2,60772,4.22,6600.62,53.66,Set_5-1,C-ILSO2_1-13,R2,Set_5,Pythium aristosporum
C-ILSO2_1-13_R2,42499,2.95,4454.43,36.21,Set_5-1,C-ILSO2_1-13,R2,Set_5,Pythium aristosporum
C-ILSO2_1-13_R2,35996,2.5,3111.64,25.3,Set_5-1,C-ILSO2_1-13,R2,Set_5,Pythium aristosporum
C-ILSO2_1-13_R3,113527,7.89,12168.7,98.93,Set_5-1,C-ILSO2_1-13,R3,Set_5,Pythium aristosporum
C-ILSO2_1-13_R3,137553,9.56,12729.88,103.49,Set_5-1,C-ILSO2_1-13,R3,Set_5,Pythium aristosporum
C-ILSO2_1-13_R3,102945,7.15,9278.48,75.43,Set_5-1,C-ILSO2_1-13,R3,Set_5,Pythium aristosporum
C-ILSO2_1-13_R3,63170,4.39,5636.93,45.83,Set_5-1,C-ILSO2_1-13,R3,Set_5,Pythium aristosporum
C-ILSO2_1-13_R3,86384,6,8571.73,69.69,Set_5-1,C-ILSO2_1-13,R3,Set_5,Pythium aristosporum
C-ILSO2_1-3_R1,17742,1.23,1794.57,14.59,Set_5-1,C-ILSO2_1-3,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-3_R1,17714,1.23,1280.29,10.41,Set_5-1,C-ILSO2_1-3,R1,Set_5,Pythium arrhenomanes
C-ILSO2_1-3_R1,20622,1.43,2427.87,19.74,Set_5-1,C-ILSO2_1-3,R1,Set_5,Pythium arrhenomanes
