"","Species","Isolate","Set","Rep","area.r","length.r","Weight.per.root","Weight.per.plant","r_s"
"991","Pythium hydnosporum","C-MNSO2_5-1","Set_2-1","R1",12.066,100.344,48,156,0.307692307692308
"992","Pythium hydnosporum","C-MNSO2_5-1","Set_2-1","R2",8.106,72.34,32,134,0.238805970149254
"993","Pythium hydnosporum","C-MNSO2_5-1","Set_2-1","R3",7.298,62.24,42,142,0.295774647887324
"994","Pythium hydnosporum","C-MNSO2_5-1","Set_2-2","R1",8.17,104.722,50,148,0.337837837837838
"995","Pythium hydnosporum","C-MNSO2_5-1","Set_2-2","R2",6.53,78.91,42,150,0.28
"996","Pythium hydnosporum","C-MNSO2_5-1","Set_2-2","R3",9.96,104.226,58,160,0.3625
"997","Pythium hydnosporum","C-MNSO2_5-1","Set_2-3","R1",8.534,99.49,60,198,0.303030303030303
"998","Pythium hydnosporum","C-MNSO2_5-1","Set_2-3","R2",6.796,87.702,52,132,0.393939393939394
"999","Pythium hydnosporum","C-MNSO2_5-1","Set_2-3","R3",7.936,108.21,60,176,0.340909090909091
"1000","Pythium hypogynum","C-ARSO2_3-12","Set_5-1","R1",7.244,101.498,48,106,0.452830188679245
"1001","Pythium hypogynum","C-ARSO2_3-12","Set_5-1","R2",7.69,96.69,60,114,0.526315789473684
"1002","Pythium hypogynum","C-ARSO2_3-12","Set_5-1","R3",2.824,38.244,46,138,0.333333333333333
"1003","Pythium hypogynum","C-ARSO2_3-12","Set_5-2","R1",5.126,69.182,62,194,0.319587628865979
"1004","Pythium hypogynum","C-ARSO2_3-12","Set_5-2","R2",6.008,67.668,56,202,0.277227722772277
"1005","Pythium hypogynum","C-ARSO2_3-12","Set_5-2","R3",4.342,46.404,48,172,0.27906976744186
"1006","Pythium hypogynum","C-ARSO2_3-12","Set_5-3","R1",3.464,40.408,48,180,0.266666666666667
"1007","Pythium hypogynum","C-ARSO2_3-12","Set_5-3","R2",4.38,54.916,50,162,0.308641975308642
"1008","Pythium hypogynum","C-ARSO2_3-12","Set_5-3","R3",7.314,90.618,56,160,0.35
"1009","Pythium hypogynum","C-KSSO2_6-21","Set_5-1","R1",7.172,92.802,64,106,0.60377358490566
"1010","Pythium hypogynum","C-KSSO2_6-21","Set_5-1","R2",7.478,84.646,60,152,0.394736842105263
"1011","Pythium hypogynum","C-KSSO2_6-21","Set_5-1","R3",3.1,38.3,42,104,0.403846153846154
"1012","Pythium hypogynum","C-KSSO2_6-21","Set_5-2","R1",0.998,8.732,32,150,0.213333333333333
"1013","Pythium hypogynum","C-KSSO2_6-21","Set_5-2","R2",3.614,44.362,60,152,0.394736842105263
"1014","Pythium hypogynum","C-KSSO2_6-21","Set_5-2","R3",5.418,66.274,70,176,0.397727272727273
"1015","Pythium hypogynum","C-KSSO2_6-21","Set_5-3","R1",5.114,58.19,64,138,0.463768115942029
"1016","Pythium hypogynum","C-KSSO2_6-21","Set_5-3","R2",4.372,51.956,64,162,0.395061728395062
"1017","Pythium hypogynum","C-KSSO2_6-21","Set_5-3","R3",4.756,57.694,56,150,0.373333333333333
"1018","Pythium hypogynum","C-MISO2_4-1","Set_5-1","R1",6.86,81.006,42,80,0.525
"1019","Pythium hypogynum","C-MISO2_4-1","Set_5-1","R2",3.938,46.034,42,90,0.466666666666667
"1020","Pythium hypogynum","C-MISO2_4-1","Set_5-1","R3",5.734,64.688,56,110,0.509090909090909
"1021","Pythium hypogynum","C-MISO2_4-1","Set_5-2","R1",3.826,54.542,44,142,0.309859154929577
"1022","Pythium hypogynum","C-MISO2_4-1","Set_5-2","R2",5.688,61.844,78,186,0.419354838709677
"1023","Pythium hypogynum","C-MISO2_4-1","Set_5-2","R3",0.804,6.712,26,106,0.245283018867925
"1024","Pythium hypogynum","C-MISO2_4-1","Set_5-3","R1",7.706,92.272,44,166,0.265060240963855
"1025","Pythium hypogynum","C-MISO2_4-1","Set_5-3","R2",7.274,91.034,64,154,0.415584415584416
"1026","Pythium hypogynum","C-MISO2_4-1","Set_5-3","R3",7.182,89.098,54,152,0.355263157894737
"1027","Pythium inflatum","C-ILSO2_5-5","Set_7-1","R1",8.526,105.7,68,172,0.395348837209302
"1028","Pythium inflatum","C-ILSO2_5-5","Set_7-1","R2",7.214,103.204,68,164,0.414634146341463
"1029","Pythium inflatum","C-ILSO2_5-5","Set_7-1","R3",7.974,108.416,60,170,0.352941176470588
"1030","Pythium inflatum","C-ILSO2_5-5","Set_7-2","R1",4.964,61.354,58,174,0.333333333333333
"1031","Pythium inflatum","C-ILSO2_5-5","Set_7-2","R2",6.662,82.374,64,190,0.336842105263158
"1032","Pythium inflatum","C-ILSO2_5-5","Set_7-2","R3",5.122,71.748,52,154,0.337662337662338
"1033","Pythium inflatum","C-ILSO2_5-5","Set_7-3","R1",9.812,135.512,88,176,0.5
"1034","Pythium inflatum","C-ILSO2_5-5","Set_7-3","R2",4.498,58.552,60,158,0.379746835443038
"1035","Pythium inflatum","C-ILSO2_5-5","Set_7-3","R3",9.9,135.898,96,196,0.489795918367347
"1036","Pythium inflatum","C-KSSO2_1-18","Set_7-1","R1",5.268,68.338,52,178,0.292134831460674
"1037","Pythium inflatum","C-KSSO2_1-18","Set_7-1","R2",7.516,101.794,60,190,0.315789473684211
"1038","Pythium inflatum","C-KSSO2_1-18","Set_7-1","R3",6.25,82.88,48,164,0.292682926829268
"1039","Pythium inflatum","C-KSSO2_1-18","Set_7-2","R1",5.664,78.138,68,178,0.382022471910112
"1040","Pythium inflatum","C-KSSO2_1-18","Set_7-2","R2",5.31,66.898,52,162,0.320987654320988
"1041","Pythium inflatum","C-KSSO2_1-18","Set_7-2","R3",7.532,90.332,70,194,0.360824742268041
"1042","Pythium inflatum","C-KSSO2_1-18","Set_7-3","R1",8.236,98.594,78,188,0.414893617021277
"1043","Pythium inflatum","C-KSSO2_1-18","Set_7-3","R2",12.384,134.192,42,164,0.25609756097561
"1044","Pythium inflatum","C-KSSO2_1-18","Set_7-3","R3",8.55,97.558,76,206,0.368932038834951
"1045","Pythium inflatum","V-MNSO2_3-63","Set_7-1","R1",3.138,52.73,42,134,0.313432835820896
"1046","Pythium inflatum","V-MNSO2_3-63","Set_7-1","R2",6.246,81.886,60,184,0.326086956521739
"1047","Pythium inflatum","V-MNSO2_3-63","Set_7-1","R3",6.058,85.192,52,178,0.292134831460674
"1048","Pythium inflatum","V-MNSO2_3-63","Set_7-2","R1",11.438,150.93,42,160,0.2625
"1049","Pythium inflatum","V-MNSO2_3-63","Set_7-2","R2",13.966,169.994,56,178,0.314606741573034
"1050","Pythium inflatum","V-MNSO2_3-63","Set_7-2","R3",11.84,158.824,60,178,0.337078651685393
"1051","Pythium inflatum","V-MNSO2_3-63","Set_7-3","R1",10.632,132.414,78,184,0.423913043478261
"1052","Pythium inflatum","V-MNSO2_3-63","Set_7-3","R2",8.388,98.908,92,166,0.55421686746988
"1053","Pythium inflatum","V-MNSO2_3-63","Set_7-3","R3",9.652,110.604,96,234,0.41025641025641
"1054","Pythium intermedium","C-SDSO2_5-35","Set_6-1","R1",10.604,131.852,86,214,0.401869158878505
"1055","Pythium intermedium","C-SDSO2_5-35","Set_6-1","R2",5.55,69.856,46,132,0.348484848484849
"1056","Pythium intermedium","C-SDSO2_5-35","Set_6-1","R3",3.128,41.782,34,140,0.242857142857143
"1057","Pythium intermedium","C-SDSO2_5-35","Set_6-2","R1",0.713333333333333,7.97666666666667,24,110,0.218181818181818
"1058","Pythium intermedium","C-SDSO2_5-35","Set_6-2","R2",1.17,15.8016666666667,38,182,0.208791208791209
"1059","Pythium intermedium","C-SDSO2_5-35","Set_6-2","R3",1.30333333333333,18.8383333333333,36,176,0.204545454545455
"1060","Pythium intermedium","C-SDSO2_5-35","Set_6-3","R1",7.568,99.772,70,150,0.466666666666667
"1061","Pythium intermedium","C-SDSO2_5-35","Set_6-3","R2",8.852,105.118,66,164,0.402439024390244
"1062","Pythium intermedium","C-SDSO2_5-35","Set_6-3","R3",9.44,117.558,90,180,0.5
"1063","Pythium intermedium","NDSO_5-35","Set_6-1","R1",6.624,71.414,86,166,0.518072289156627
"1064","Pythium intermedium","NDSO_5-35","Set_6-1","R2",5.41,59.436,46,172,0.267441860465116
"1065","Pythium intermedium","NDSO_5-35","Set_6-1","R3",6.128,72.25,80,188,0.425531914893617
"1066","Pythium intermedium","NDSO_5-35","Set_6-2","R1",2.41333333333333,33.9116666666667,54,164,0.329268292682927
"1067","Pythium intermedium","NDSO_5-35","Set_6-2","R2",3.47666666666667,37.7133333333333,50,160,0.3125
"1068","Pythium intermedium","NDSO_5-35","Set_6-2","R3",4.67166666666667,61.5583333333333,80,178,0.449438202247191
"1069","Pythium intermedium","NDSO_5-35","Set_6-3","R1",4.544,59.864,54,156,0.346153846153846
"1070","Pythium intermedium","NDSO_5-35","Set_6-3","R2",4.058,55.566,42,122,0.344262295081967
"1071","Pythium intermedium","NDSO_5-35","Set_6-3","R3",4.96,62.888,70,142,0.492957746478873
"1072","Pythium intermedium","V-MNSO2_6-60","Set_6-1","R1",0,0,10,124,0.0806451612903226
"1073","Pythium intermedium","V-MNSO2_6-60","Set_6-1","R2",0.026,0.214,0,104,0
"1074","Pythium intermedium","V-MNSO2_6-60","Set_6-1","R3",0.34,3.165,6,76,0.0789473684210526
"1075","Pythium intermedium","V-MNSO2_6-60","Set_6-2","R1",0,0,0,26,0
"1076","Pythium intermedium","V-MNSO2_6-60","Set_6-2","R2",0,0,0,20,0
"1077","Pythium intermedium","V-MNSO2_6-60","Set_6-2","R3",0.0683333333333333,0.548333333333333,2,72,0.0277777777777778
"1078","Pythium intermedium","V-MNSO2_6-60","Set_6-3","R1",0.466,5.528,20,74,0.27027027027027
"1079","Pythium intermedium","V-MNSO2_6-60","Set_6-3","R2",0.458,4.14,24,100,0.24
"1080","Pythium intermedium","V-MNSO2_6-60","Set_6-3","R3",0.108,0.728,16,94,0.170212765957447
"1081","Pythium irregulare","IASO_2-21.2","Set_1-1","R1",1.15,15.894,16,146,0.10958904109589
"1082","Pythium irregulare","IASO_2-21.2","Set_1-1","R2",1.82,21.27,16,138,0.115942028985507
"1083","Pythium irregulare","IASO_2-21.2","Set_1-1","R3",1.00333333333333,10.89,20,132,0.151515151515152
"1084","Pythium irregulare","IASO_2-21.2","Set_1-2","R1",0.674,5.988,8,116,0.0689655172413793
"1085","Pythium irregulare","IASO_2-21.2","Set_1-2","R2",0.73,5.734,14,128,0.109375
"1086","Pythium irregulare","IASO_2-21.2","Set_1-2","R3",0.868,10.13,12,142,0.0845070422535211
"1087","Pythium irregulare","IASO_2-21.2","Set_1-3","R1",5.554,68.834,44,166,0.265060240963855
"1088","Pythium irregulare","IASO_2-21.2","Set_1-3","R2",6.24,88.762,48,170,0.282352941176471
"1089","Pythium irregulare","IASO_2-21.2","Set_1-3","R3",4.43,55.446,38,152,0.25
"1090","Pythium irregulare","KSSO_2-10","Set_1-1","R1",0.594,9.28,20,144,0.138888888888889
"1091","Pythium irregulare","KSSO_2-10","Set_1-1","R2",0.806,10.314,12,136,0.0882352941176471
"1092","Pythium irregulare","KSSO_2-10","Set_1-1","R3",0.566,7.484,16,142,0.112676056338028
"1093","Pythium irregulare","KSSO_2-10","Set_1-2","R1",0.73,7.694,12,138,0.0869565217391304
"1094","Pythium irregulare","KSSO_2-10","Set_1-2","R2",0.998,10.686,26,154,0.168831168831169
"1095","Pythium irregulare","KSSO_2-10","Set_1-2","R3",0.608,4.978,8,158,0.0506329113924051
"1096","Pythium irregulare","KSSO_2-10","Set_1-3","R1",2.13,25.798,40,120,0.333333333333333
"1097","Pythium irregulare","KSSO_2-10","Set_1-3","R2",1.248,15.002,20,116,0.172413793103448
"1098","Pythium irregulare","KSSO_2-10","Set_1-3","R3",3.316,43.626,34,156,0.217948717948718
"1099","Pythium irregulare","WISO_5-65","Set_1-1","R1",1.078,11.79,10,122,0.0819672131147541
"1100","Pythium irregulare","WISO_5-65","Set_1-1","R2",0.798,8.678,14,148,0.0945945945945946
"1101","Pythium irregulare","WISO_5-65","Set_1-1","R3",0.952,15.896,10,146,0.0684931506849315
"1102","Pythium irregulare","WISO_5-65","Set_1-2","R1",0.85,8.3675,6,94,0.0638297872340425
"1103","Pythium irregulare","WISO_5-65","Set_1-2","R2",1.916,21.508,28,156,0.179487179487179
"1104","Pythium irregulare","WISO_5-65","Set_1-2","R3",0.714,6.686,8,146,0.0547945205479452
"1105","Pythium irregulare","WISO_5-65","Set_1-3","R1",1.826,19.1,34,124,0.274193548387097
"1106","Pythium irregulare","WISO_5-65","Set_1-3","R2",0.952,10.816,22,108,0.203703703703704
"1107","Pythium irregulare","WISO_5-65","Set_1-3","R3",1.134,10.226,30,124,0.241935483870968
"1108","Pythium kashmirense","SDSO_7-31","Set_5-1","R1",8.024,94.27,70,202,0.346534653465347
"1109","Pythium kashmirense","SDSO_7-31","Set_5-1","R2",4.568,57.416,48,104,0.461538461538462
"1110","Pythium kashmirense","SDSO_7-31","Set_5-1","R3",4.85,61.29,48,112,0.428571428571429
"1111","Pythium kashmirense","SDSO_7-31","Set_5-2","R1",6.316,78.994,64,210,0.304761904761905
"1112","Pythium kashmirense","SDSO_7-31","Set_5-2","R2",3.818,47.57,66,166,0.397590361445783
"1113","Pythium kashmirense","SDSO_7-31","Set_5-2","R3",9.725,114.705,58,166,0.349397590361446
"1114","Pythium kashmirense","SDSO_7-31","Set_5-3","R1",5.956,79.85,56,160,0.35
"1115","Pythium kashmirense","SDSO_7-31","Set_5-3","R2",4.132,48.816,46,142,0.323943661971831
"1116","Pythium kashmirense","SDSO_7-31","Set_5-3","R3",4.174,49.338,48,146,0.328767123287671
"1117","Pythium kashmirense","V-ILSO2_4-64","Set_5-1","R1",7.326,84.23,50,106,0.471698113207547
"1118","Pythium kashmirense","V-ILSO2_4-64","Set_5-1","R2",8.804,112.886,84,172,0.488372093023256
"1119","Pythium kashmirense","V-ILSO2_4-64","Set_5-1","R3",6.73,80.422,62,106,0.584905660377358
"1120","Pythium kashmirense","V-ILSO2_4-64","Set_5-2","R1",5.79,72.266,70,190,0.368421052631579
"1121","Pythium kashmirense","V-ILSO2_4-64","Set_5-2","R2",5.762,83.078,50,162,0.308641975308642
"1122","Pythium kashmirense","V-ILSO2_4-64","Set_5-2","R3",2.852,43.33,36,154,0.233766233766234
"1123","Pythium kashmirense","V-ILSO2_4-64","Set_5-3","R1",9.14,109.182,78,172,0.453488372093023
"1124","Pythium kashmirense","V-ILSO2_4-64","Set_5-3","R2",8.082,87.966,40,150,0.266666666666667
"1125","Pythium kashmirense","V-ILSO2_4-64","Set_5-3","R3",7.834,93.318,76,190,0.4
"1126","Pythium kashmirense","V-SDSO2_4-64","Set_5-1","R1",7.706,94.704,60,162,0.37037037037037
"1127","Pythium kashmirense","V-SDSO2_4-64","Set_5-1","R2",6.604,75.496,62,154,0.402597402597403
"1128","Pythium kashmirense","V-SDSO2_4-64","Set_5-1","R3",6.884,86.944,64,160,0.4
"1129","Pythium kashmirense","V-SDSO2_4-64","Set_5-2","R1",7.004,81.328,70,170,0.411764705882353
"1130","Pythium kashmirense","V-SDSO2_4-64","Set_5-2","R2",5.714,77.378,66,182,0.362637362637363
"1131","Pythium kashmirense","V-SDSO2_4-64","Set_5-2","R3",4.458,67.726,58,154,0.376623376623377
"1132","Pythium kashmirense","V-SDSO2_4-64","Set_5-3","R1",7.998,98.242,68,154,0.441558441558442
"1133","Pythium kashmirense","V-SDSO2_4-64","Set_5-3","R2",4.658,59.554,38,114,0.333333333333333
"1134","Pythium kashmirense","V-SDSO2_4-64","Set_5-3","R3",7.742,90.498,54,142,0.380281690140845
"1135","Pythium kunmingense","AR_260.S.2.8.A","Set_2-1","R1",1.526,13.224,16,142,0.112676056338028
"1136","Pythium kunmingense","AR_260.S.2.8.A","Set_2-1","R2",0.9,7.532,12,126,0.0952380952380952
"1137","Pythium kunmingense","AR_260.S.2.8.A","Set_2-1","R3",0.966,11.066,14,136,0.102941176470588
"1138","Pythium kunmingense","AR_260.S.2.8.A","Set_2-2","R1",2.184,22.656,28,146,0.191780821917808
"1139","Pythium kunmingense","AR_260.S.2.8.A","Set_2-2","R2",1.364,12.178,6,90,0.0666666666666667
"1140","Pythium kunmingense","AR_260.S.2.8.A","Set_2-2","R3",1.618,16.13,14,142,0.0985915492957746
"1141","Pythium kunmingense","AR_260.S.2.8.A","Set_2-3","R1",1.262,8.892,12,104,0.115384615384615
"1142","Pythium kunmingense","AR_260.S.2.8.A","Set_2-3","R2",0.136,0.492,0,78,0
"1143","Pythium kunmingense","AR_260.S.2.8.A","Set_2-3","R3",1.59,11.442,22,138,0.159420289855072
"1144","Pythium kunmingense","AR_96.S.2.3.A","Set_2-1","R1",1.25,7.87,16,124,0.129032258064516
"1145","Pythium kunmingense","AR_96.S.2.3.A","Set_2-1","R2",0.822,4.634,12,138,0.0869565217391304
"1146","Pythium kunmingense","AR_96.S.2.3.A","Set_2-1","R3",0.794,4.094,8,114,0.0701754385964912
"1147","Pythium kunmingense","AR_96.S.2.3.A","Set_2-2","R1",1.622,13.73,8,106,0.0754716981132075
"1148","Pythium kunmingense","AR_96.S.2.3.A","Set_2-2","R2",1.114,8.522,10,130,0.0769230769230769
"1149","Pythium kunmingense","AR_96.S.2.3.A","Set_2-2","R3",1.626,14.972,16,122,0.131147540983607
"1150","Pythium kunmingense","AR_96.S.2.3.A","Set_2-3","R1",1.492,10.804,22,156,0.141025641025641
"1151","Pythium kunmingense","AR_96.S.2.3.A","Set_2-3","R2",1.472,11.238,16,112,0.142857142857143
"1152","Pythium kunmingense","AR_96.S.2.3.A","Set_2-3","R3",1.68,12.07,14,124,0.112903225806452
"1153","Pythium litorale","MICO_2-2","Set_2-1","R1",7.98,69.79,58,178,0.325842696629214
"1154","Pythium litorale","MICO_2-2","Set_2-1","R2",5.188,50.078,44,150,0.293333333333333
"1155","Pythium litorale","MICO_2-2","Set_2-1","R3",2.764,24.596,22,114,0.192982456140351
"1156","Pythium litorale","MICO_2-2","Set_2-2","R1",5.908,75.424,44,154,0.285714285714286
"1157","Pythium litorale","MICO_2-2","Set_2-2","R2",6.066,79.834,42,154,0.272727272727273
"1158","Pythium litorale","MICO_2-2","Set_2-2","R3",3.404,46.568,38,134,0.283582089552239
"1159","Pythium litorale","MICO_2-2","Set_2-3","R1",3.858,54.83,38,160,0.2375
"1160","Pythium litorale","MICO_2-2","Set_2-3","R2",4.124,54.98,38,178,0.213483146067416
"1161","Pythium litorale","MICO_2-2","Set_2-3","R3",2.1,24.288,18,146,0.123287671232877
"1162","Pythium longandrum","C-KSSO2_5-20","Set_4-1","R1",2.772,32.304,42,158,0.265822784810127
"1163","Pythium longandrum","C-KSSO2_5-20","Set_4-1","R2",0.366,2.86,16,128,0.125
"1164","Pythium longandrum","C-KSSO2_5-20","Set_4-1","R3",6.012,78.856,64,202,0.316831683168317
"1165","Pythium longandrum","C-KSSO2_5-20","Set_4-2","R1",8.25,106.108,80,154,0.519480519480519
"1166","Pythium longandrum","C-KSSO2_5-20","Set_4-2","R2",6.202,70.122,54,126,0.428571428571429
"1167","Pythium longandrum","C-KSSO2_5-20","Set_4-2","R3",6.004,65.878,70,154,0.454545454545455
"1168","Pythium longandrum","C-KSSO2_5-20","Set_4-3","R1",4.516,63.346,44,162,0.271604938271605
"1169","Pythium longandrum","C-KSSO2_5-20","Set_4-3","R2",3.232,43.482,52,170,0.305882352941176
"1170","Pythium longandrum","C-KSSO2_5-20","Set_4-3","R3",6.67,89.678,72,166,0.433734939759036
"1171","Pythium longandrum","C-NESO2_6-25","Set_4-1","R1",7.118,97.232,82,178,0.460674157303371
"1172","Pythium longandrum","C-NESO2_6-25","Set_4-1","R2",6.906,91.806,74,184,0.402173913043478
"1173","Pythium longandrum","C-NESO2_6-25","Set_4-1","R3",2.748,33.54,46,144,0.319444444444444
"1174","Pythium longandrum","C-NESO2_6-25","Set_4-2","R1",7.668,94.214,62,148,0.418918918918919
"1175","Pythium longandrum","C-NESO2_6-25","Set_4-2","R2",6.312,80.55,70,142,0.492957746478873
"1176","Pythium longandrum","C-NESO2_6-25","Set_4-2","R3",6.2,76.572,60,160,0.375
"1177","Pythium longandrum","C-NESO2_6-25","Set_4-3","R1",4.462,62.894,56,144,0.388888888888889
"1178","Pythium longandrum","C-NESO2_6-25","Set_4-3","R2",4.184,47.384,42,114,0.368421052631579
"1179","Pythium longandrum","C-NESO2_6-25","Set_4-3","R3",3.748,60.954,50,114,0.43859649122807
"1180","Pythium longandrum","MICO_2-24","Set_4-1","R1",5.924,51.22,50,150,0.333333333333333
"1181","Pythium longandrum","MICO_2-24","Set_4-1","R2",7.71,60.004,72,174,0.413793103448276
"1182","Pythium longandrum","MICO_2-24","Set_4-1","R3",10.41,83.948,64,186,0.344086021505376
"1183","Pythium longandrum","MICO_2-24","Set_4-2","R1",5.832,71.346,68,148,0.459459459459459
"1184","Pythium longandrum","MICO_2-24","Set_4-2","R2",6.804,81.002,64,172,0.372093023255814
"1185","Pythium longandrum","MICO_2-24","Set_4-2","R3",7.004,87.982,60,138,0.434782608695652
"1186","Pythium longandrum","MICO_2-24","Set_4-3","R1",3.35,41.978,62,156,0.397435897435897
"1187","Pythium longandrum","MICO_2-24","Set_4-3","R2",4.452,57.182,56,162,0.345679012345679
"1188","Pythium longandrum","MICO_2-24","Set_4-3","R3",5.76,79.158,68,164,0.414634146341463
"1189","Pythium longisporangium","ILSO_2-18b","Set_3-1","R1",11.072,99.484,68,158,0.430379746835443
"1190","Pythium longisporangium","ILSO_2-18b","Set_3-1","R2",6.648,66.328,44,140,0.314285714285714
"1191","Pythium longisporangium","ILSO_2-18b","Set_3-1","R3",9.058,84.41,64,182,0.351648351648352
"1192","Pythium longisporangium","ILSO_2-18b","Set_3-2","R1",5.934,53.996,32,122,0.262295081967213
"1193","Pythium longisporangium","ILSO_2-18b","Set_3-2","R2",6.732,57.784,42,150,0.28
"1194","Pythium longisporangium","ILSO_2-18b","Set_3-2","R3",5.73,49.638,38,150,0.253333333333333
"1195","Pythium longisporangium","ILSO_2-18b","Set_3-3","R1",3.97,49.7,62,150,0.413333333333333
"1196","Pythium longisporangium","ILSO_2-18b","Set_3-3","R2",3.65,44.812,46,122,0.377049180327869
"1197","Pythium longisporangium","ILSO_2-18b","Set_3-3","R3",6.564,75.68,64,170,0.376470588235294
"1198","Pythium longisporangium","ILSO_2-19b","Set_3-1","R1",10.404,91.478,62,164,0.378048780487805
"1199","Pythium longisporangium","ILSO_2-19b","Set_3-1","R2",7.802,75.006,52,144,0.361111111111111
"1200","Pythium longisporangium","ILSO_2-19b","Set_3-1","R3",9.918,91.742,62,184,0.33695652173913
"1201","Pythium longisporangium","ILSO_2-19b","Set_3-2","R1",0.872,6.416,4,174,0.0229885057471264
"1202","Pythium longisporangium","ILSO_2-19b","Set_3-2","R2",0.282,2.768,6,152,0.0394736842105263
"1203","Pythium longisporangium","ILSO_2-19b","Set_3-2","R3",8.67,77.988,44,172,0.255813953488372
"1204","Pythium longisporangium","ILSO_2-19b","Set_3-3","R1",3.41,48.894,46,134,0.343283582089552
"1205","Pythium longisporangium","ILSO_2-19b","Set_3-3","R2",4.684,59.848,66,174,0.379310344827586
"1206","Pythium longisporangium","ILSO_2-19b","Set_3-3","R3",5.096,64.01,44,158,0.278481012658228
"1207","Pythium longisporangium","NDSO_L_4-4","Set_3-1","R1",9.35,106.934,56,140,0.4
"1208","Pythium longisporangium","NDSO_L_4-4","Set_3-1","R2",10.276,115.278,54,152,0.355263157894737
"1209","Pythium longisporangium","NDSO_L_4-4","Set_3-1","R3",7.162,79.544,42,140,0.3
"1210","Pythium longisporangium","NDSO_L_4-4","Set_3-2","R1",2.566,29.382,34,144,0.236111111111111
"1211","Pythium longisporangium","NDSO_L_4-4","Set_3-2","R2",3.224,34.784,22,126,0.174603174603175
"1212","Pythium longisporangium","NDSO_L_4-4","Set_3-2","R3",2.142,24.136,22,152,0.144736842105263
"1213","Pythium longisporangium","NDSO_L_4-4","Set_3-3","R1",3.842,43.766,42,130,0.323076923076923
"1214","Pythium longisporangium","NDSO_L_4-4","Set_3-3","R2",4.848,63.03,46,134,0.343283582089552
"1215","Pythium longisporangium","NDSO_L_4-4","Set_3-3","R3",3.886,54.974,42,154,0.272727272727273
"1216","Pythium lutarium","AR_284.S.1.4.A","Set_1-1","R1",1.432,14.688,16,130,0.123076923076923
"1217","Pythium lutarium","AR_284.S.1.4.A","Set_1-1","R2",1.45833333333333,10.71,22,138,0.159420289855072
"1218","Pythium lutarium","AR_284.S.1.4.A","Set_1-1","R3",1.444,18.932,10,124,0.0806451612903226
"1219","Pythium lutarium","AR_284.S.1.4.A","Set_1-2","R1",1.622,15.098,36,146,0.246575342465753
"1220","Pythium lutarium","AR_284.S.1.4.A","Set_1-2","R2",3.392,40.772,22,106,0.207547169811321
"1221","Pythium lutarium","AR_284.S.1.4.A","Set_1-2","R3",1.24,12.188,22,106,0.207547169811321
"1222","Pythium lutarium","AR_284.S.1.4.A","Set_1-3","R1",2.15,21.832,22,146,0.150684931506849
"1223","Pythium lutarium","AR_284.S.1.4.A","Set_1-3","R2",1.96,23.506,32,140,0.228571428571429
"1224","Pythium lutarium","AR_284.S.1.4.A","Set_1-3","R3",2.03,21.898,28,120,0.233333333333333
"1225","Pythium lutarium","INSO_1-8A","Set_1-1","R1",3.056,42.58,30,138,0.217391304347826
"1226","Pythium lutarium","INSO_1-8A","Set_1-1","R2",2.084,35.568,28,156,0.179487179487179
"1227","Pythium lutarium","INSO_1-8A","Set_1-1","R3",1.646,21.148,14,132,0.106060606060606
"1228","Pythium lutarium","INSO_1-8A","Set_1-2","R1",1.55,17.832,18,150,0.12
"1229","Pythium lutarium","INSO_1-8A","Set_1-2","R2",3.754,47.986,26,162,0.160493827160494
"1230","Pythium lutarium","INSO_1-8A","Set_1-2","R3",1.204,13.54,18,152,0.118421052631579
"1231","Pythium lutarium","INSO_1-8A","Set_1-3","R1",5.12,83.24,56,160,0.35
"1232","Pythium lutarium","INSO_1-8A","Set_1-3","R2",3.028,46.148,30,160,0.1875
"1233","Pythium lutarium","INSO_1-8A","Set_1-3","R3",4.268,59.82,46,176,0.261363636363636
"1234","Pythium lutarium","MISO_1-4","Set_1-1","R1",1.36,31.352,22,142,0.154929577464789
"1235","Pythium lutarium","MISO_1-4","Set_1-1","R2",0.876,13.726,14,148,0.0945945945945946
"1236","Pythium lutarium","MISO_1-4","Set_1-1","R3",0.058,0.374,0,148,0
"1237","Pythium lutarium","MISO_1-4","Set_1-2","R1",4.356,51.05,26,152,0.171052631578947
"1238","Pythium lutarium","MISO_1-4","Set_1-2","R2",1.068,12.552,8,98,0.0816326530612245
"1239","Pythium lutarium","MISO_1-4","Set_1-2","R3",2.06,24.076,32,148,0.216216216216216
"1240","Pythium lutarium","MISO_1-4","Set_1-3","R1",2.532,34.04,30,144,0.208333333333333
"1241","Pythium lutarium","MISO_1-4","Set_1-3","R2",7.794,107.864,56,174,0.32183908045977
"1242","Pythium lutarium","MISO_1-4","Set_1-3","R3",5.89,80.02,42,190,0.221052631578947
"1243","Pythium mercuriale","C-KSSO2_2-15","Set_5-1","R1",2.942,35.88,48,96,0.5
"1244","Pythium mercuriale","C-KSSO2_2-15","Set_5-1","R2",2.706,32.54,38,108,0.351851851851852
"1245","Pythium mercuriale","C-KSSO2_2-15","Set_5-1","R3",4.098,50.764,56,158,0.354430379746835
"1246","Pythium mercuriale","C-KSSO2_2-15","Set_5-2","R1",2.902,36.224,38,128,0.296875
"1247","Pythium mercuriale","C-KSSO2_2-15","Set_5-2","R2",3.984,49.282,54,154,0.350649350649351
"1248","Pythium mercuriale","C-KSSO2_2-15","Set_5-2","R3",4.594,60.902,54,174,0.310344827586207
